"nume","stele","tip_camera","suprafata_camera","numar_persoane","pret","moneda","mic_dejun_inclus","rambursabil","distanta","oras","data_checkin","data_checkout","zile_sejur","data_colectare"
"Hotel CH Bucharest",4,"
Cameră single standard 
","16 m²",1,394,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră single standard 
","16 m²",1,448,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră twin standard
","20 m²",1,418,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră twin standard
","20 m²",1,471,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră dublă standard
","20 m²",1,418,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră dublă standard
","20 m²",1,471,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră twin superioară
","21 m²",1,467,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră twin superioară
","21 m²",1,521,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră dublă superioară
","21 m²",1,467,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel CH Bucharest",4,"
Cameră dublă superioară
","21 m²",1,521,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Parliament Square",3,"
Cameră dublă standard
","25 m²",1,335,"RON",FALSE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Parliament Square",3,"
Cameră dublă Deluxe cu terasă
","40 m²",1,385,"RON",FALSE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"INTER BUSINESS Bucharest",4,"
Cameră twin superioară
","27 m²",1,321,"RON",TRUE,TRUE,"la 6,3 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"INTER BUSINESS Bucharest",4,"
Cameră Queen superioară 
","27 m²",1,366,"RON",TRUE,TRUE,"la 6,3 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"INTER BUSINESS Bucharest",4,"
Apartament cu 1 dormitor
","40 m²",1,471,"RON",TRUE,TRUE,"la 6,3 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"INTER BUSINESS Bucharest",4,"
Apartament Deluxe
","80 m²",1,581,"RON",TRUE,TRUE,"la 6,3 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Top Central",2,"
Cameră single Economy
",NA,1,190,"RON",FALSE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră clasică
",NA,1,391,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră clasică
",NA,1,465,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră dublă standard
","18 m²",1,490,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră dublă standard
","18 m²",1,564,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră twin Deluxe
","22 m²",1,540,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră twin Deluxe
","22 m²",1,614,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră Dublă Deluxe
","22 m²",1,540,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră Dublă Deluxe
","22 m²",1,614,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră Inner Garden 
","18 m²",1,564,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Cameră cu vedere la oraș
","22 m²",1,614,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Suită Junior
","40 m²",1,738,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Suită Junior
","40 m²",1,812,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Suită prezidenţială 
","60 m²",1,1134,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Casa Capsa",5,"
Suită prezidenţială 
","60 m²",1,1208,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Leonardo Hotel Bucharest City Center",4,"
Cameră dublă standard
","18 m²",1,394,"RON",TRUE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Leonardo Hotel Bucharest City Center",4,"
Cameră dublă standard
","18 m²",1,438,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Leonardo Hotel Bucharest City Center",4,"
Cameră twin standard
","18 m²",1,394,"RON",TRUE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Leonardo Hotel Bucharest City Center",4,"
Cameră twin standard
","18 m²",1,438,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Leonardo Hotel Bucharest City Center",4,"
Cameră Dublă Deluxe
","23 m²",1,461,"RON",TRUE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Leonardo Hotel Bucharest City Center",4,"
Cameră Dublă Deluxe
","23 m²",1,512,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Mosilor Apartments",3,"
Apartament cu 2 dormitoare 4
","70 m²",1,285,"RON",FALSE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel La Gil",2,"
Cameră single superioară
","18 m²",1,182,"RON",FALSE,FALSE,"la 6,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel La Gil",2,"
Cameră single superioară
","18 m²",1,203,"RON",FALSE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel La Gil",2,"
Cameră single superioară
","18 m²",1,227,"RON",TRUE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel La Gil",2,"
Cameră twin
","16 m²",1,205,"RON",FALSE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel La Gil",2,"
Cameră twin
","16 m²",1,219,"RON",TRUE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
Uptown Residence Apartments
",3,"
Studio 44
","40 m²",1,206,"RON",FALSE,TRUE,"la 2,3 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Labirint Boutique Hotel",3,"
Cameră single standard 
",NA,1,345,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Labirint Boutique Hotel",3,"
Cameră single standard 
",NA,1,328,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Corvaris",3,"
Cameră dublă
",NA,1,230,"RON",FALSE,FALSE,"la 5,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Corvaris",3,"
Cameră dublă
",NA,1,260,"RON",TRUE,TRUE,"la 5,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Corvaris",3,"
Cameră twin
","16 m²",1,230,"RON",FALSE,FALSE,"la 5,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Corvaris",3,"
Cameră twin
","16 m²",1,260,"RON",TRUE,TRUE,"la 5,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră single
","15 m²",1,391,"RON",TRUE,FALSE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră single
","15 m²",1,439,"RON",TRUE,TRUE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră Queen
","18 m²",1,440,"RON",TRUE,FALSE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră Queen
","18 m²",1,499,"RON",TRUE,TRUE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră twin
","24 m²",1,479,"RON",TRUE,FALSE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră twin
","24 m²",1,559,"RON",TRUE,TRUE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră King
","24 m²",1,479,"RON",TRUE,FALSE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Stil Hotel",4,"
Cameră King
","24 m²",1,559,"RON",TRUE,TRUE,"la 5,4 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră single standard 
","22 m²",1,670,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră single standard 
","22 m²",1,695,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră single standard 
","22 m²",1,745,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră single standard 
","22 m²",1,770,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră dublă standard
","26 m²",1,695,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră dublă standard
","26 m²",1,720,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră dublă standard
","26 m²",1,770,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră dublă standard
","26 m²",1,795,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin standard
","36 m²",1,695,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin standard
","36 m²",1,720,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin standard
","36 m²",1,770,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin standard
","36 m²",1,795,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră Dublă Deluxe
","36 m²",1,770,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră Dublă Deluxe
","36 m²",1,795,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră Dublă Deluxe
","36 m²",1,845,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră Dublă Deluxe
","36 m²",1,870,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin Deluxe
","36 m²",1,770,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin Deluxe
","36 m²",1,795,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin Deluxe
","36 m²",1,845,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Cameră twin Deluxe
","36 m²",1,870,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Suită Junior
","46 m²",1,995,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Suită Junior
","46 m²",1,1020,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Suită Junior
","46 m²",1,1070,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Suită Junior
","46 m²",1,1095,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Senior Suite Double
","61 m²",1,1145,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Senior Suite Double
","61 m²",1,1170,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Senior Suite Double
","61 m²",1,1220,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Grand Hotel Continental",5,"
Senior Suite Double
","61 m²",1,1245,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
ibis Styles Bucharest City Center
",3,"
Cameră twin standard
","17 m²",1,356,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
ibis Styles Bucharest City Center
",3,"
Cameră twin standard
","17 m²",1,395,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
ibis Styles Bucharest City Center
",3,"
Cameră dublă standard
","17 m²",1,356,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
ibis Styles Bucharest City Center
",3,"
Cameră dublă standard
","17 m²",1,395,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Silver cu 1 pat queen-size
","21 m²",1,811,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Silver cu 1 pat queen-size
","21 m²",1,900,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Silver cu 1 pat king-size
","22 m²",1,811,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Silver cu 1 pat king-size
","22 m²",1,900,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Silver cu 2 paturi twin/de o persoană
","26 m²",1,811,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Silver cu 2 paturi twin/de o persoană
","26 m²",1,900,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Gold mai mare cu 1 pat king-size
","28 m²",1,900,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Gold mai mare cu 1 pat king-size
","28 m²",1,999,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Gold Deluxe mai mare cu 1 pat king-size
","30 m²",1,1034,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Gold Deluxe mai mare cu 1 pat king-size
","30 m²",1,1148,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Suită Junior Platinum cu 1 pat king-size
","45 m²",1,1390,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Suită Junior Platinum cu 1 pat king-size
","45 m²",1,1543,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Suită Titanium cu 1 dormitor şi 1 pat king-size
","45 m²",1,1578,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Suită Titanium cu 1 dormitor şi 1 pat king-size
","45 m²",1,1751,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Suită Titanium cu 1 dormitor, 1 pat king-size şi balcon
","47 m²",1,1791,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Suită Titanium cu 1 dormitor, 1 pat king-size şi balcon
","47 m²",1,1989,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Heritage mai mare, cu 1 pat king-size
","43 m²",1,2147,"RON",TRUE,FALSE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"
The Marmorosch Bucharest, Autograph Collection
",5,"
Cameră Heritage mai mare, cu 1 pat king-size
","43 m²",1,2384,"RON",TRUE,TRUE,"la 100 m de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră clasică cu 1 pat king-size și vedere la oraș
","24 m²",1,945,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră Premium cu 1 pat king-size şi vedere la oraș 
","24 m²",1,1049,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin Premium cu 2 paturi de o persoană și vedere la oraș 
","24 m²",1,1049,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră Executive cu 1 pat king-size și vedere la orizontul orașului - etaj Executive 
","24 m²",1,1361,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin Executive cu vedere la orizontul oraşului
","24 m²",1,1361,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Sheraton Bucharest Hotel",5,"
Suită executive cu 1 dormitor - etajul executive
","42 m²",1,1828,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Le Boutique Hotel Moxa",4,"
Cameră dublă standard
","16 m²",1,432,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Le Boutique Hotel Moxa",4,"
Cameră Dublă Deluxe
","19 m²",1,483,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Le Boutique Hotel Moxa",4,"
Cameră dublă sau twin Executive
","22 m²",1,628,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Crowne Plaza Bucharest, an IHG Hotel",4,"
Cameră standard cu 2 paturi de o persoană
","29 m²",1,1014,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Crowne Plaza Bucharest, an IHG Hotel",4,"
Cameră standard cu 1 pat twin - acces pentru persoane cu mobilitate redusă
","26 m²",1,963,"RON",FALSE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Crowne Plaza Bucharest, an IHG Hotel",4,"
Cameră standard cu 1 pat king-size şi balcon
","26 m²",1,1090,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Crowne Plaza Bucharest, an IHG Hotel",4,"
Cameră Premium cu 1 pat queen-size și balcon
","32 m²",1,1141,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Crowne Plaza Bucharest, an IHG Hotel",4,"
Suită Junior cu 1 pat king-size și balcon
","38 m²",1,1243,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Crowne Plaza Bucharest, an IHG Hotel",4,"
Suită cu 1 dormitor cu pat king-size
","52 m²",1,1472,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Cameră dublă standard
","24 m²",1,393,"RON",TRUE,FALSE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Cameră dublă standard
","24 m²",1,432,"RON",TRUE,TRUE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Cameră twin standard
","24 m²",1,393,"RON",TRUE,FALSE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Cameră twin standard
","24 m²",1,432,"RON",TRUE,TRUE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Cameră de familie cu canapea extensibilă
","35 m²",1,491,"RON",TRUE,FALSE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Cameră de familie cu canapea extensibilă
","35 m²",1,532,"RON",TRUE,TRUE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Apartament
","35 m²",1,491,"RON",TRUE,FALSE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"ibis Styles Bucharest Erbas",3,"
Apartament
","35 m²",1,532,"RON",TRUE,TRUE,"la 5,6 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă standard
","32 m²",1,270,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă standard
","32 m²",1,270,"RON",FALSE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă standard
","32 m²",1,286,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă Executive
","42 m²",1,399,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin Executive
","42 m²",1,399,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin standard
","28 m²",1,447,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin standard
","28 m²",1,447,"RON",FALSE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin standard
","28 m²",1,473,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"International Bucharest City Centre Hotel",4,"
Suită Executive
","56 m²",1,977,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Hemingway Residence",3,"
Cameră dublă
","35 m²",1,338,"RON",FALSE,FALSE,"la 1,2 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
"Hotel Hemingway Residence",3,"
Cameră dublă
","35 m²",1,356,"RON",TRUE,TRUE,"la 1,2 km de centru","Bucuresti","2022-11-23","2022-11-24","1",2022-09-18
